Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Spawn Point Wander,"Spawn Point (-191.4 3.1 344.7)",1,0,99,"(-191.4, 3.1, 344.7)"
Spawn Point Wander,"Spawn Point (140.7 -1.4 -51.7)",1,0,99,"(140.7, -1.4, -51.7)"
Spawn Point Wander,"Spawn Point (-165.6 3.2 183.1)",1,0,99,"(-165.6, 3.2, 183.1)"
Spawn Point Wander,"Spawn Point (-151.1 0.7 -66.9)",1,0,99,"(-151.1, 0.7, -66.9)"
Spawn Point Wander,"Spawn Point (79.9 0.9 165.2)",1,0,99,"(79.9, 0.9, 165.2)"
Spawn Point Wander,"Spawn Point (259.1 -5.3 76.6)",1,0,99,"(259.1, -5.3, 76.6)"
Spawn Point Wander,"Spawn Point (-136.3 2.3 402.7)",1,0,99,"(-136.3, 2.3, 402.7)"
Spawn Point Wander,"Spawn Point (226.4 0.7 171.1)",1,0,99,"(226.4, 0.7, 171.1)"
Spawn Point Wander,"Spawn Point (184.8 -4.2 30.2)",1,0,99,"(184.8, -4.2, 30.2)"
Spawn Point Wander,"Spawn Point (-226.2 5.2 280.8)",1,0,99,"(-226.2, 5.2, 280.8)"
Spawn Point Wander,"Spawn Point (-153.6 0.1 -64.6)",1,0,99,"(-153.6, 0.1, -64.6)"
Spawn Point Wander,"Spawn Point (43.7 28.5 -17.0)",1,0,99,"(43.7, 28.5, -17.0)"
Spawn Point Wander,"Spawn Point (-3.2 -3.7 -6.1)",1,0,99,"(-3.2, -3.7, -6.1)"
Spawn Point Wander,"Spawn Point (208.6 -1.2 350.4)",1,0,99,"(208.6, -1.2, 350.4)"
Spawn Point Wander,"Spawn Point (184.8 3.4 328.2)",1,0,99,"(184.8, 3.4, 328.2)"
Spawn Point Wander,"Spawn Point (-166.7 23.2 390.4)",1,0,99,"(-166.7, 23.2, 390.4)"
Spawn Point Wander,"Spawn Point (114.2 1.3 192.1)",1,0,99,"(114.2, 1.3, 192.1)"
Spawn Point Wander,"Spawn Point (-107.0 0.7 -30.8)",1,0,99,"(-107.0, 0.7, -30.8)"
Spawn Point Wander,"Spawn Point (229.4 3.4 410.7)",1,0,99,"(229.4, 3.4, 410.7)"
Spawn Point Wander,"Spawn Point (222.5 0.5 182.7)",1,0,99,"(222.5, 0.5, 182.7)"
Spawn Point Wander,"Spawn Point (-16.4 2.6 231.3)",1,0,99,"(-16.4, 2.6, 231.3)"
Spawn Point Wander,"Spawn Point (271.6 -1.2 379.9)",1,0,99,"(271.6, -1.2, 379.9)"
Spawn Point Wander,"Spawn Point (38.4 2.2 195.0)",1,0,99,"(38.4, 2.2, 195.0)"
Spawn Point Wander,"Spawn Point (-244.4 2.2 238.0)",1,0,99,"(-244.4, 2.2, 238.0)"
Spawn Point Wander,"Spawn Point (147.2 3.5 358.0)",1,0,99,"(147.2, 3.5, 358.0)"
Spawn Point Wander,"Spawn Point (189.2 1.7 206.9)",1,0,99,"(189.2, 1.7, 206.9)"
Spawn Point Wander,"Spawn Point (188.9 0.6 195.2)",1,0,99,"(188.9, 0.6, 195.2)"
Spawn Point Wander,"Spawn Point (-230.6 2.2 342.5)",1,0,99,"(-230.6, 2.2, 342.5)"
Spawn Point Wander,"Spawn Point (-192.4 8.8 421.6)",1,0,99,"(-192.4, 8.8, 421.6)"
Spawn Point Wander,"Spawn Point (211.1 3.9 297.4)",1,0,99,"(211.1, 3.9, 297.4)"
Spawn Point Wander,"Spawn Point (-109.0 0.7 -28.3)",1,0,99,"(-109.0, 0.7, -28.3)"
Spawn Point Wander,"Spawn Point (142.9 3.6 358.0)",1,0,99,"(142.9, 3.6, 358.0)"
Spawn Point Wander,"Spawn Point (81.3 0.9 163.6)",1,0,99,"(81.3, 0.9, 163.6)"
Spawn Point Wander,"Spawn Point (-111.4 0.7 -30.9)",1,0,99,"(-111.4, 0.7, -30.9)"
Spawn Point Wander,"Spawn Point (77.9 0.7 165.5)",1,0,99,"(77.9, 0.7, 165.5)"
Spawn Point Wander,"Spawn Point (95.9 2.7 306.5)",1,0,99,"(95.9, 2.7, 306.5)"
Spawn Point Wander,"Spawn Point (164.3 0.5 136.7)",1,0,99,"(164.3, 0.5, 136.7)"
Spawn Point Wander,"Spawn Point (269.9 -1.2 381.3)",1,0,99,"(269.9, -1.2, 381.3)"
Spawn Point Wander,"Spawn Point (-195.6 5.0 387.0)",1,0,99,"(-195.6, 5.0, 387.0)"
Spawn Point Wander,"Spawn Point (45.1 2.7 413.6)",1,0,99,"(45.1, 2.7, 413.6)"
Spawn Point Wander,"Spawn Point (93.9 2.6 451.3)",1,0,99,"(93.9, 2.6, 451.3)"
Spawn Point Wander,"Spawn Point (273.3 -1.2 377.3)",1,0,99,"(273.3, -1.2, 377.3)"
Spawn Point Wander,"Spawn Point (-194.2 8.8 423.1)",1,0,99,"(-194.2, 8.8, 423.1)"
Spawn Point Wander,"Spawn Point (-12.5 2.6 231.9)",1,0,99,"(-12.5, 2.6, 231.9)"
Spawn Point Wander,"Spawn Point (260.2 -1.2 130.0)",1,0,99,"(260.2, -1.2, 130.0)"
Spawn Point Wander,"Spawn Point (185.4 3.5 451.3)",1,0,99,"(185.4, 3.5, 451.3)"
Spawn Point Wander,"Spawn Point (-162.4 3.2 182.1)",1,0,99,"(-162.4, 3.2, 182.1)"
Spawn Point Wander,"Spawn Point (-98.3 0.9 86.3)",1,0,99,"(-98.3, 0.9, 86.3)"
Spawn Point Wander,"Spawn Point (46.2 2.7 415.8)",1,0,99,"(46.2, 2.7, 415.8)"
Spawn Point Wander,"Spawn Point (-181.5 2.5 415.1)",1,0,99,"(-181.5, 2.5, 415.1)"
Spawn Point Wander,"Spawn Point (-50.8 0.7 -65.1)",1,0,99,"(-50.8, 0.7, -65.1)"
Spawn Point Wander,"Spawn Point (177.5 3.1 236.5)",1,0,99,"(177.5, 3.1, 236.5)"
Spawn Point Wander,"Spawn Point (-119.2 14.9 -12.3)",1,0,99,"(-119.2, 14.9, -12.3)"
Spawn Point Wander,"Spawn Point (-135.9 2.5 395.5)",1,0,99,"(-135.9, 2.5, 395.5)"
Spawn Point Wander,"Spawn Point (71.0 0.3 -49.3)",1,0,99,"(71.0, 0.3, -49.3)"
Spawn Point Wander,"Spawn Point (245.6 -5.7 24.9)",1,0,99,"(245.6, -5.7, 24.9)"
Spawn Point Wander,"Spawn Point (-152.4 0.7 -63.0)",1,0,99,"(-152.4, 0.7, -63.0)"
Spawn Point Wander,"Spawn Point (-31.6 0.6 -59.6)",1,0,99,"(-31.6, 0.6, -59.6)"
Spawn Point Wander,"Spawn Point (215.2 3.4 330.8)",1,0,99,"(215.2, 3.4, 330.8)"
Spawn Point Wander,"Spawn Point (-30.1 0.7 -63.2)",1,0,99,"(-30.1, 0.7, -63.2)"
Spawn Point Wander,"Spawn Point (234.6 0.5 215.8)",1,0,99,"(234.6, 0.5, 215.8)"
Spawn Point Wander,"Spawn Point (210.5 -1.2 351.6)",1,0,99,"(210.5, -1.2, 351.6)"
Spawn Point Wander,"Spawn Point (206.9 3.9 295.8)",1,0,99,"(206.9, 3.9, 295.8)"
Spawn Point Wander,"Spawn Point (-35.5 1.5 156.6)",1,0,99,"(-35.5, 1.5, 156.6)"
Spawn Point Wander,"Spawn Point (207.1 4.1 298.6)",1,0,99,"(207.1, 4.1, 298.6)"
Spawn Point Wander,"Spawn Point (186.5 -4.4 30.8)",1,0,99,"(186.5, -4.4, 30.8)"
Spawn Point Wander,"Spawn Point (75.7 0.6 165.3)",1,0,99,"(75.7, 0.6, 165.3)"
Spawn Point Wander,"Spawn Point (259.9 -5.9 52.3)",1,0,99,"(259.9, -5.9, 52.3)"
Spawn Point Wander,"Spawn Point (-166.0 23.2 410.9)",1,0,99,"(-166.0, 23.2, 410.9)"
Spawn Point Wander,"Spawn Point (-192.0 8.8 423.3)",1,0,99,"(-192.0, 8.8, 423.3)"
Spawn Point Wander,"Spawn Point (-176.1 1.2 108.4)",1,0,99,"(-176.1, 1.2, 108.4)"
Spawn Point Wander,"Spawn Point (-16.2 2.6 253.6)",1,0,99,"(-16.2, 2.6, 253.6)"
Spawn Point Wander,"Spawn Point (82.3 2.8 266.4)",1,0,99,"(82.3, 2.8, 266.4)"
Spawn Point Wander,"Spawn Point (-171.4 2.4 285.1)",1,0,99,"(-171.4, 2.4, 285.1)"
Spawn Point Wander,"Spawn Point (101.5 5.0 312.9)",1,0,99,"(101.5, 5.0, 312.9)"
Spawn Point Wander,"Spawn Point (117.3 0.6 188.7)",1,0,99,"(117.3, 0.6, 188.7)"
Spawn Point Wander,"Spawn Point (258.7 -5.3 77.9)",1,0,99,"(258.7, -5.3, 77.9)"
Spawn Point Wander,"Spawn Point (185.6 1.6 189.0)",1,0,99,"(185.6, 1.6, 189.0)"
Spawn Point Wander,"Spawn Point (192.3 1.1 221.8)",1,0,99,"(192.3, 1.1, 221.8)"
Spawn Point Wander,"Spawn Point (-204.1 3.4 179.4)",1,0,99,"(-204.1, 3.4, 179.4)"
Spawn Point Wander,"Spawn Point (202.9 3.5 402.5)",1,0,99,"(202.9, 3.5, 402.5)"
Spawn Point Wander,"Spawn Point (142.9 3.6 363.5)",1,0,99,"(142.9, 3.6, 363.5)"
Spawn Point Wander,"Spawn Point (-105.0 2.3 267.0)",1,0,99,"(-105.0, 2.3, 267.0)"
Spawn Point Wander,"Spawn Point (-36.1 5.2 -64.4)",1,0,99,"(-36.1, 5.2, -64.4)"
Spawn Point Wander,"Spawn Point (75.2 -0.6 92.3)",1,0,99,"(75.2, -0.6, 92.3)"
Spawn Point Wander,"Spawn Point (-139.9 2.5 401.0)",1,0,99,"(-139.9, 2.5, 401.0)"
Spawn Point Wander,"Spawn Point (244.6 -3.2 -41.8)",1,0,99,"(244.6, -3.2, -41.8)"
Spawn Point Wander,"Spawn Point (98.7 2.8 450.6)",1,0,99,"(98.7, 2.8, 450.6)"
Spawn Point Wander,"Spawn Point (257.7 -1.2 359.4)",1,0,99,"(257.7, -1.2, 359.4)"
Spawn Point Wander,"Spawn Point (-153.9 0.7 -64.5)",1,0,99,"(-153.9, 0.7, -64.5)"
Spawn Point Wander,"Spawn Point (126.7 -1.4 -27.7)",1,0,99,"(126.7, -1.4, -27.7)"
Spawn Point Wander,"Spawn Point (-70.5 1.5 152.4)",1,0,99,"(-70.5, 1.5, 152.4)"
Spawn Point Wander,"Spawn Point (-254.2 3.5 149.6)",1,0,99,"(-254.2, 3.5, 149.6)"
Spawn Point Wander,"Spawn Point (-2.7 -3.7 -4.2)",1,0,99,"(-2.7, -3.7, -4.2)"
Spawn Point Wander,"Spawn Point (-193.6 3.1 346.5)",1,0,99,"(-193.6, 3.1, 346.5)"
Spawn Point Wander,"Spawn Point (216.3 0.7 170.6)",1,0,99,"(216.3, 0.7, 170.6)"
Spawn Point Wander,"Spawn Point (-174.3 1.2 107.6)",1,0,99,"(-174.3, 1.2, 107.6)"
Spawn Point Wander,"Spawn Point (-195.9 5.0 389.3)",1,0,99,"(-195.9, 5.0, 389.3)"
Spawn Point Wander,"Spawn Point (272.0 -1.2 374.7)",1,0,99,"(272.0, -1.2, 374.7)"
Spawn Point Wander,"Spawn Point (-149.9 9.7 -27.3)",1,0,99,"(-149.9, 9.7, -27.3)"
Spawn Point Wander,"Spawn Point (-31.5 0.6 -70.6)",1,0,99,"(-31.5, 0.6, -70.6)"
Spawn Point Wander,"Spawn Point (226.2 3.4 410.5)",1,0,99,"(226.2, 3.4, 410.5)"
Spawn Point Wander,"Spawn Point (43.8 2.7 416.5)",1,0,99,"(43.8, 2.7, 416.5)"
Spawn Point Wander,"Spawn Point (-96.1 0.9 87.0)",1,0,99,"(-96.1, 0.9, 87.0)"
Spawn Point Wander,"Spawn Point (39.3 2.8 220.4)",1,0,99,"(39.3, 2.8, 220.4)"
Spawn Point Wander,"Spawn Point (274.1 -1.2 376.2)",1,0,99,"(274.1, -1.2, 376.2)"
Spawn Point Wander,"Spawn Point (271.2 -1.2 378.5)",1,0,99,"(271.2, -1.2, 378.5)"
Spawn Point Wander,"Spawn Point (-141.0 2.5 401.0)",1,0,99,"(-141.0, 2.5, 401.0)"
Spawn Point Wander,"Spawn Point (203.2 -1.2 405.0)",1,0,99,"(203.2, -1.2, 405.0)"
Spawn Point Wander,"Spawn Point (-103.9 2.3 268.0)",1,0,99,"(-103.9, 2.3, 268.0)"
Spawn Point Wander,"Spawn Point (165.5 -1.3 106.8)",1,0,99,"(165.5, -1.3, 106.8)"
Spawn Point Wander,"Spawn Point (101.5 2.7 290.3)",1,0,99,"(101.5, 2.7, 290.3)"
Spawn Point Wander,"Spawn Point (-193.9 5.0 389.2)",1,0,99,"(-193.9, 5.0, 389.2)"
Spawn Point Wander,"Spawn Point (75.4 -0.7 90.2)",1,0,99,"(75.4, -0.7, 90.2)"
Spawn Point Wander,"Spawn Point (226.2 3.4 410.5)",1,0,99,"(226.2, 3.4, 410.5)"
Spawn Point Wander,"Spawn Point (-203.7 3.4 182.3)",1,0,99,"(-203.7, 3.4, 182.3)"
Spawn Point Wander,"Spawn Point (143.0 -1.4 -36.0)",1,0,99,"(143.0, -1.4, -36.0)"
Spawn Point Wander,"Spawn Point (65.7 28.5 -16.1)",1,0,99,"(65.7, 28.5, -16.1)"
Spawn Point Wander,"Spawn Point (273.1 -1.2 375.7)",1,0,99,"(273.1, -1.2, 375.7)"
Spawn Point Wander,"Spawn Point (-50.0 5.2 -62.1)",1,0,99,"(-50.0, 5.2, -62.1)"
Spawn Point Wander,"Spawn Point (216.2 -4.5 30.7)",1,0,99,"(216.2, -4.5, 30.7)"
Spawn Point Wander,"Spawn Point (154.1 3.6 428.1)",1,0,99,"(154.1, 3.6, 428.1)"
Spawn Point Wander,"Spawn Point (164.6 0.5 138.1)",1,0,99,"(164.6, 0.5, 138.1)"
Spawn Point Wander,"Spawn Point (76.3 2.8 288.4)",1,0,99,"(76.3, 2.8, 288.4)"
Spawn Point Wander,"Spawn Point (-159.8 0.7 -21.0)",1,0,99,"(-159.8, 0.7, -21.0)"
Spawn Point Wander,"Spawn Point (-109.6 1.5 73.1)",1,0,99,"(-109.6, 1.5, 73.1)"
Spawn Point Wander,"Spawn Point (57.4 0.3 -55.5)",1,0,99,"(57.4, 0.3, -55.5)"
Spawn Point Wander,"Spawn Point (58.6 11.9 309.9)",1,0,99,"(58.6, 11.9, 309.9)"
Spawn Point Wander,"Spawn Point (210.9 -1.2 350.2)",1,0,99,"(210.9, -1.2, 350.2)"
Spawn Point Wander,"Spawn Point (91.7 2.6 450.0)",1,0,99,"(91.7, 2.6, 450.0)"
Spawn Point Wander,"Spawn Point (43.6 0.3 -43.7)",1,0,99,"(43.6, 0.3, -43.7)"
Spawn Point Wander,"Spawn Point (257.0 -5.3 77.1)",1,0,99,"(257.0, -5.3, 77.1)"
Spawn Point Wander,"Spawn Point (-101.2 2.3 269.5)",1,0,99,"(-101.2, 2.3, 269.5)"
Spawn Point Wander,"Spawn Point (186.3 1.7 186.5)",1,0,99,"(186.3, 1.7, 186.5)"
Spawn Point Wander,"Spawn Point (-33.0 0.6 -69.9)",1,0,99,"(-33.0, 0.6, -69.9)"
Spawn Point Wander,"Spawn Point (155.2 3.6 430.3)",1,0,99,"(155.2, 3.6, 430.3)"
Spawn Point Wander,"Spawn Point (207.4 1.2 190.4)",1,0,99,"(207.4, 1.2, 190.4)"
Spawn Point Wander,"Spawn Point (259.3 -1.2 358.5)",1,0,99,"(259.3, -1.2, 358.5)"
Spawn Point Wander,"Spawn Point (188.0 1.8 191.3)",1,0,99,"(188.0, 1.8, 191.3)"
Spawn Point Wander,"Spawn Point (95.7 2.7 448.8)",1,0,99,"(95.7, 2.7, 448.8)"
Spawn Point Wander,"Spawn Point (38.3 2.2 197.0)",1,0,99,"(38.3, 2.2, 197.0)"
Spawn Point Wander,"Spawn Point (164.6 0.5 138.1)",1,0,99,"(164.6, 0.5, 138.1)"
Spawn Point Wander,"Spawn Point (244.7 -3.2 -35.5)",1,0,99,"(244.7, -3.2, -35.5)"
Spawn Point Wander,"Spawn Point (-155.7 0.1 -58.1)",1,0,99,"(-155.7, 0.1, -58.1)"
Spawn Point Wander,"Spawn Point (-242.6 3.7 242.1)",1,0,99,"(-242.6, 3.7, 242.1)"
Spawn Point Wander,"Spawn Point (260.7 -5.9 48.7)",1,0,99,"(260.7, -5.9, 48.7)"
Spawn Rush,"Spawn Rush: Objective #1",1,0,99,"(-242.3, 3.7, 242.9)"
Boss Hunter,"Spawn Point (55.0 11.9 297.4)",1,15,99,"(55.0, 11.9, 297.4)"
Boss Hunter,"Spawn Point (-189.9 8.8 421.7)",1,15,99,"(-189.9, 8.8, 421.7)"
Boss Hunter,"Spawn Point (-24.7 21.2 228.1)",1,15,99,"(-24.7, 21.2, 228.1)"
Boss Hunter,"Spawn Point (-52.3 -0.2 386.3)",1,15,99,"(-52.3, -0.2, 386.3)"
Boss Hunter,"Spawn Point (-134.4 2.5 395.9)",1,15,99,"(-134.4, 2.5, 395.9)"
Boss Hunter,"Spawn Point (89.3 35.0 101.3)",1,15,99,"(89.3, 35.0, 101.3)"
Boss Hunter,"Spawn Point (-135.4 2.5 399.7)",1,15,99,"(-135.4, 2.5, 399.7)"
Boss Hunter,"Spawn Point (-166.7 23.2 390.4)",1,15,99,"(-166.7, 23.2, 390.4)"
Boss Hunter,"Spawn Point (-192.4 8.8 421.6)",1,15,99,"(-192.4, 8.8, 421.6)"
Boss Hunter,"Spawn Point (-194.2 8.8 423.1)",1,15,99,"(-194.2, 8.8, 423.1)"
Boss Hunter,"Spawn Point (-135.9 2.5 395.5)",1,15,99,"(-135.9, 2.5, 395.5)"
Boss Hunter,"Spawn Point (-166.0 23.2 410.9)",1,15,99,"(-166.0, 23.2, 410.9)"
Boss Hunter,"Spawn Point (-192.0 8.8 423.3)",1,15,99,"(-192.0, 8.8, 423.3)"
Boss Hunter,"Spawn Point (-139.9 2.5 401.0)",1,15,99,"(-139.9, 2.5, 401.0)"
Boss Hunter,"Spawn Point (-141.0 2.5 401.0)",1,15,99,"(-141.0, 2.5, 401.0)"
Boss Hunter,"Spawn Point (58.6 11.9 309.9)",1,15,99,"(58.6, 11.9, 309.9)"
